,이름,리뷰 내용
14516,우월소곱창,"
          여기 소곱창집인데 인테리어도 너무 깔끔하고 구성도 너무 좋아요! 네이버 예약으로 가면 서비스로 해물탕도 나오더리구여 잘 모르는 분들이 많은것 같은데 진짜 강추 드립니다!!
        "
14517,우월소곱창,"""식사부터 커피까지 책임질게요!"""
14518,우월소곱창,대한민국 먹슐랭 가이드!
14519,우월소곱창,망고플레이트 앱 바로가기
14520,우월소곱창,"

"
14521,우월소곱창,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14522,우월소곱창,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14523,우월소곱창,
14524,우월소곱창,리뷰를 삭제하시겠습니까?
14525,우월소곱창,"Eat, Share, Be Happy."
14526,우월소곱창,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14527,우월소곱창,"

          한국어
        

          English
        

          简体中文
        
"
14528,우월소곱창,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14529,우월소곱창,최근 검색어가 없습니다.
14530,우월소곱창,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14531,우월소곱창,격하게 가고싶다..
14532,우월소곱창,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14533,우월소곱창,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14534,우월소곱창,
14535,우월소곱창,"
        전체 동의
      "
14536,우월소곱창,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14537,우월소곱창,로그인
14538,우월소곱창,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14539,우월소곱창,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14540,우월소곱창,"
Mangoplate

"
14541,우월소곱창,
14542,우월소곱창,"
            translation missing: ko.app_download_layer.description
          "
14543,우월소곱창,* IOS 버전은 준비 중입니다.
14544,우월소곱창,* Android 버전은 준비 중입니다.
14545,빵굼터,"
                    사진 더보기
                    
"
14546,빵굼터,"
                    사진 더보기
                    
"
14547,빵굼터,"
                    사진 더보기
                    
"
14548,빵굼터,"
                    사진 더보기
                    
"
14549,빵굼터,"
                    사진 더보기
                    
"
14550,빵굼터,구로점
14551,빵굼터,가고싶다
14552,빵굼터,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14553,빵굼터,"
          음식 : 맘모스(4,000) 초코파이(1,300)  크림팥빵(1,500)인테리어 및 청결 : 좁은 편은 아니지만 먹고 갈 테이블이 있는 것 또한 아님. 깨끗함. 뭔가 허하게 느껴진 건 내 기분 탓일 거라고 생각하겠음.유동손님 : 오전에 갔는데도 빠진 빵들이 눈에 쏙쏙 들어옴. 채우려고 또 막 나온 빵들도 있고..은근 많은 듯.*맛* :맘모스는 약수역 빵굼터까지 굳이 갈 필요 없을 수도 있겠다 하는 생각이 들 정도로 속이 실하였고, 맛은 괜찮았음. 소보루도 바삭하게 잘 구어졌음.초코파이는 잘라보고 실망. 직접 매장에서 만드셨다는데 크림 실종함.  ㅜㅜ 그나마 퍽퍽은 하지 않았음.크림팥빵은 팥을 통조림팥도 좀 섞어 쓰시는 듯 하였으나 그리 강하게 느껴지지는 않았고, 크림은 우유크림인 듯 한 맛.   겉에 슈가파우더가 뿌려져 그나마 어우러짐. 얼려먹으면 맛납니다.재방문 : 그쪽에 갈 일이 있는가.....
"
14554,빵굼터,"
베이커리
                    
빵집
                    
"
14555,빵굼터,대한민국 먹슐랭 가이드!
14556,빵굼터,망고플레이트 앱 바로가기
14557,빵굼터,"

"
14558,빵굼터,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14559,빵굼터,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14560,빵굼터,
14561,빵굼터,리뷰를 삭제하시겠습니까?
14562,빵굼터,"Eat, Share, Be Happy."
14563,빵굼터,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14564,빵굼터,"

          한국어
        

          English
        

          简体中文
        
"
14565,빵굼터,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14566,빵굼터,최근 검색어가 없습니다.
14567,빵굼터,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14568,빵굼터,격하게 가고싶다..
14569,빵굼터,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14570,빵굼터,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14571,빵굼터,
14572,빵굼터,"
        전체 동의
      "
14573,빵굼터,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14574,빵굼터,로그인
14575,빵굼터,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14576,빵굼터,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14577,빵굼터,"
Mangoplate

"
14578,빵굼터,
14579,빵굼터,"
            translation missing: ko.app_download_layer.description
          "
14580,빵굼터,* IOS 버전은 준비 중입니다.
14581,빵굼터,* Android 버전은 준비 중입니다.
14582,고씨네,"
                    사진 더보기
                    
"
14583,고씨네,"
                    사진 더보기
                    
"
14584,고씨네,"
                    사진 더보기
                    
"
14585,고씨네,"
                    사진 더보기
                    
"
14586,고씨네,"
                    사진 더보기
                    
"
14587,고씨네,구로디지털단지점
14588,고씨네,가고싶다
14589,고씨네,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14590,고씨네,"
                업데이트
                : 2019. 7. 11
              "
14591,고씨네,"
일본카레
                    
"
14592,고씨네,대한민국 먹슐랭 가이드!
14593,고씨네,망고플레이트 앱 바로가기
14594,고씨네,"

"
14595,고씨네,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14596,고씨네,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14597,고씨네,
14598,고씨네,리뷰를 삭제하시겠습니까?
14599,고씨네,"Eat, Share, Be Happy."
14600,고씨네,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14601,고씨네,"

          한국어
        

          English
        

          简体中文
        
"
14602,고씨네,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14603,고씨네,최근 검색어가 없습니다.
14604,고씨네,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14605,고씨네,격하게 가고싶다..
14606,고씨네,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14607,고씨네,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14608,고씨네,
14609,고씨네,"
        전체 동의
      "
14610,고씨네,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14611,고씨네,로그인
14612,고씨네,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14613,고씨네,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14614,고씨네,"
Mangoplate

"
14615,고씨네,
14616,고씨네,"
            translation missing: ko.app_download_layer.description
          "
14617,고씨네,* IOS 버전은 준비 중입니다.
14618,고씨네,* Android 버전은 준비 중입니다.
14619,채선당,"
                    사진 더보기
                    
"
14620,채선당,"
                    사진 더보기
                    
"
14621,채선당,"
                    사진 더보기
                    
"
14622,채선당,"
                    사진 더보기
                    
"
14623,채선당,"
                    사진 더보기
                    
"
14624,채선당,대림점
14625,채선당,가고싶다
14626,채선당,신선한 친환경 채소와 고기를 제공하는 샤브샤브 전문점
14627,채선당,"
        할인된 가격으로인기 메뉴를맛볼 수 있는 기회!
      "
14628,채선당,"
                업데이트
                : 2020. 7. 6
              "
14629,채선당,신선한 친환경 채소와 고기를 제공하는 샤브샤브 전문점
14630,채선당,"
          ☆☆*
        "
14631,채선당,"
"
14632,채선당,"""식사부터 커피까지 책임질게요!"""
14633,채선당,"
아이와함께
                    
채식메뉴
                    
"
14634,채선당,대한민국 먹슐랭 가이드!
14635,채선당,망고플레이트 앱 바로가기
14636,채선당,"

"
14637,채선당,망고플레이트 최신 버전 앱에서사용할 수 있는 기능입니다.
14638,채선당,"
      망고플레이트 최신 버전 앱에서 사용할 수 있는 기능입니다.
    "
14639,채선당,
14640,채선당,리뷰를 삭제하시겠습니까?
14641,채선당,"Eat, Share, Be Happy."
14642,채선당,"

        망고플레이트 페이스북 계정으로 바로가기
      

        망고플레이트 인스타그램 계정으로 바로가기
      
"
14643,채선당,"

          한국어
        

          English
        

          简体中文
        
"
14644,채선당,"
          
          ㈜ 여기어때컴퍼니서울특별시 강남구 봉은사로 479, 479타워 11층대표이사: 정명훈사업자 등록번호: 742-86-00224 [사업자정보확인]통신판매업 신고번호: 2017-서울강남-01779고객센터: 02-565-5988
© 2021 MangoPlate Co., Ltd. All rights reserved.
"
14645,채선당,최근 검색어가 없습니다.
14646,채선당,"
          내가 둘러 본 식당이 이 곳에 순서대로 기록됩니다.
        "
14647,채선당,격하게 가고싶다..
14648,채선당,"
          식당의 ‘별’ 아이콘을 누르면 가고싶은 곳을 쉽게 저장할 수 있습니다.
        "
14649,채선당,탈퇴한 계정은 복구가 불가능합니다.탈퇴 하시겠습니까?
14650,채선당,
14651,채선당,"
        전체 동의
      "
14652,채선당,"
      망고플레이트 서비스 이용을 위해 다음의 약관에 동의해 주세요.
    "
14653,채선당,로그인
14654,채선당,"
       로그인 하면 가고싶은 식당을 저장할 수 있어요
      "
14655,채선당,"

페이스북으로 계속하기


카카오톡으로 계속하기


Apple로 계속하기

"
14656,채선당,"
Mangoplate

"
14657,채선당,
14658,채선당,"
            translation missing: ko.app_download_layer.description
          "
14659,채선당,* IOS 버전은 준비 중입니다.
14660,채선당,* Android 버전은 준비 중입니다.
